"laptop_ID","Company","TypeName","Inches","ScreenResolution","Cpu","Ram (GB)","Storage (GB)","SSD or Flash","Gpu","OpSys","Weight","Price_euros"
"557","Lenovo","Notebook","15.6","1920x1080","i3","4","128","1","Intel","Windows 10","2.2","499.00"
"558","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","1.9","1116.99"
"559","Dell","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","4.42","2699.00"
"560","HP","Notebook","17.3","1600x900","i3","8","1024","0","Intel","Windows 10","2.65","544.15"
"561","HP","Notebook","17.3","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.63","1280.00"
"562","Asus","Notebook","15.6","1366x768","Celeron","4","512","0","Intel","Linux","2","224.00"
"564","Lenovo","Notebook","17.3","1600x900","i7","6","128","1","Nvidia","Windows 10","2.8","949.00"
"565","HP","Notebook","15.6","1920x1080","AMD","6","128","1","AMD","Windows 10","1.91","568.90"
"566","Dell","Notebook","15.6","1366x768","i3","4","1024","0","AMD","Windows 10","2.18","617.90"
"567","Acer","2 in 1 Convertible","11.6","1920x1080","Celeron","4","32","1","Intel","Windows 10","1.25","349.00"
"568","Lenovo","Notebook","15.6","1920x1080","i3","4","128","1","Intel","Windows 10","2.05","630.00"
"569","HP","Ultrabook","13.3","4k","Core M","16","512","1","Intel","Windows 10","1.16","1965.00"
"570","Lenovo","Notebook","17.3","1920x1080","i7","8","256","1","Nvidia","Windows 10","3.4","2999.00"
"571","Asus","Notebook","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.5","839.00"
"572","Dell","Ultrabook","13.3","4k","i5","8","128","1","Intel","Windows 10","1.21","1599.00"
"573","Dell","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","1.93","959.00"
"575","Lenovo","Notebook","15.6","1920x1080","Quad Core","4","512","0","Intel","Windows 10","2.2","344.00"
"576","Lenovo","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","2.02","990.00"
"577","HP","Workstation","17.3","1600x900","i5","8","512","0","Nvidia","Windows 10","3.14","1860.99"
"578","HP","Notebook","14","1366x768","Quad Core","8","2048","0","Intel","Windows 10","1.94","389.00"
"579","HP","Notebook","15.6","1920x1080","AMD","6","256","1","AMD","Windows 10","1.95","649.00"
"580","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.3","830.00"
"581","Lenovo","Notebook","15.6","1920x1080","i5","4","512","0","Intel","Windows 10","2.05","685.00"
"583","Toshiba","Ultrabook","14","1920x1080","i7","16","512","1","Intel","Windows 10","1.24","1865.00"
"584","Lenovo","Gaming","17.3","1920x1080","i7","32","256","1","Nvidia","Windows 10","4.6","2663.00"
"585","MSI","Gaming","17.3","1920x1080","i7","16","512","1","Nvidia","Windows 10","4.14","2729.00"
"586","Dell","Notebook","15.6","1920x1080","i7","8","256","1","AMD","Linux","2.2","749.01"
"588","Dell","Notebook","15.6","1366x768","i5","8","512","0","Intel","Windows 10","1.9","1008.52"
"589","HP","Notebook","13.3","1920x1080","i3","4","128","1","Intel","Windows 10","1.49","719.00"
"590","Dell","Notebook","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","1.93","1537.39"
"591","Dell","Netbook","11.6","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.26","295.00"
"592","MSI","Gaming","17.3","1920x1080","i7","16","128","1","Nvidia","Windows 10","4.5","2349.00"
"593","HP","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","3.78","1498.00"
"594","Lenovo","Ultrabook","14","1920x1080","i7","12","256","1","Intel","Windows 10","1.4","1673.00"
"595","Lenovo","Notebook","15.6","1366x768","i7","12","1024","0","Intel","Windows 10","2.2","609.00"
"596","Asus","Gaming","17.3","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.73","1770.00"
"597","Asus","2 in 1 Convertible","15.6","1366x768","i5","8","1024","0","Intel","Windows 10","2.2","739.00"
"598","Lenovo","Notebook","15.6","1920x1080","AMD","12","512","1","AMD","Windows 10","2.2","949.00"
"599","Dell","2 in 1 Convertible","11.6","1366x768","Core M","4","128","1","Intel","Windows 10","1.39","603.00"
"600","Samsung","Notebook","15.6","1920x1080","i7","16","128","1","Nvidia","Windows 10","2.5","1699.00"
"601","Lenovo","Notebook","17.3","1920x1080","i3","4","512","0","Intel","No OS","2.8","529.00"
"602","Lenovo","Notebook","15.6","1366x768","i3","8","1024","0","Intel","Windows 10","2.29","459.00"
"603","Lenovo","2 in 1 Convertible","13.3","1920x1080","i7","8","512","1","Intel","Windows 10","1.37","2025.00"
"604","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.7","1474.00"
"605","Dell","2 in 1 Convertible","12.5","1920x1080","i5","8","256","1","Intel","Windows 10","1.34","1670.00"
"606","Dell","Workstation","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.06","1763.00"
"607","HP","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","1.84","1219.00"
"608","HP","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.1","668.48"
"609","Acer","Notebook","14","1920x1080","Celeron","4","32","1","Intel","Windows 10","1.6","329.00"
"610","MSI","Gaming","17.3","1920x1080","i7","16","128","1","Nvidia","Windows 10","4.14","2199.00"
"611","Dell","Notebook","15.6","1366x768","i3","4","1024","0","AMD","Linux","2.18","465.00"
"612","MSI","Gaming","15.6","4k","i7","16","256","1","Nvidia","Windows 10","1.8","2299.00"
"613","Toshiba","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2.2","1399.00"
"614","Lenovo","Notebook","15.6","1920x1080","i5","6","1024","0","Intel","Windows 10","2.4","564.00"
"615","Lenovo","2 in 1 Convertible","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2","1299.00"
"616","Acer","Notebook","14","1366x768","Quad Core","4","128","1","Intel","Windows 10","1.6","349.00"
"617","Lenovo","Notebook","15.6","4k","Xeon","32","1024","1","Nvidia","Windows 10","2.5","4899.00"
"618","Dell","Gaming","15.6","1920x1080","i7","16","1024","0","Nvidia","Windows 10","2.59","879.01"
"619","Dell","Notebook","15.6","1366x768","i3","4","1024","0","Intel","Linux","2.18","443.90"
"620","Dell","Notebook","15.6","1366x768","i3","4","1024","0","Intel","Linux","2.25","359.00"
"621","Dell","Notebook","15.6","1366x768","i5","4","512","0","Intel","Linux","1.93","869.00"
"622","Asus","Gaming","17.3","1920x1080","i7","8","128","1","Nvidia","Windows 10","3","1168.00"
"623","Dell","Notebook","15.6","1920x1080","i5","4","128","1","AMD","Linux","2.18","569.00"
"624","HP","Ultrabook","15.6","1920x1080","i7","8","512","1","Intel","Windows 10","1.84","1389.00"
"625","MSI","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.94","2267.86"
"626","Acer","2 in 1 Convertible","11.6","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.25","379.00"
"627","HP","Notebook","14","1366x768","i5","8","256","1","Intel","Windows 10","2.31","1124.00"
"628","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 7","1.65","1465.00"
"629","Dell","Notebook","15.6","1920x1080","i5","4","1024","0","AMD","Windows 10","2.2","776.00"
"631","HP","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 7","1.88","932.00"
"632","Lenovo","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.2","899.00"
"634","Lenovo","Notebook","15.6","1920x1080","i5","4","128","1","Intel","No OS","2.2","468.00"
"635","Asus","2 in 1 Convertible","13.3","1920x1080","i5","6","1024","0","Intel","Windows 10","1.5","639.01"
"636","Dell","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2","1820.00"
"637","Asus","Ultrabook","14","1920x1080","i7","16","512","1","Intel","Windows 10","1.1","1900.00"
"639","Dell","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.62","1479.00"
"640","Lenovo","Notebook","15.6","1920x1080","i5","4","256","1","Intel","Windows 10","1.8","829.00"
"641","Lenovo","Notebook","15.6","1920x1080","i3","4","1024","0","Nvidia","Windows 10","2.2","579.00"
"642","Asus","Notebook","15.6","1366x768","Celeron","8","1024","0","Intel","Windows 10","2","399.00"
"643","Asus","Notebook","15.6","1920x1080","i5","8","1024","0","Nvidia","Windows 10","1.99","906.62"
"644","Dell","Ultrabook","13.3","4k","i5","8","256","1","Intel","Windows 10","1.23","1869.00"
"645","Lenovo","Notebook","14","1366x768","Celeron","2","32","1","Intel","Windows 10","1.42","249.00"
"646","Lenovo","2 in 1 Convertible","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.37","1757.42"
"647","Dell","Notebook","15.6","4k","i7","16","1024","1","Nvidia","Windows 10","2.06","2399.00"
"648","Lenovo","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.5","1109.00"
"649","HP","Notebook","17","1600x900","AMD","8","1024","0","AMD","Windows 10","2.6","520.90"
"650","Lenovo","Ultrabook","14","1920x1080","i7","16","512","1","Intel","Windows 10","1.14","2450.00"
"651","Asus","Gaming","15.6","1920x1080","i7","8","1024","0","Nvidia","No OS","2.5","1169.00"
"652","Acer","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.4","450.00"
"653","Lenovo","Notebook","14","1366x768","Celeron","4","32","1","Intel","Windows 10","1.43","274.00"
"654","Acer","Ultrabook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.8","919.00"
"655","Razer","Gaming","14","1920x1080","i7","16","256","1","Nvidia","Windows 10","1.95","2599.00"
"656","Toshiba","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.2","1213.00"
"657","Lenovo","Ultrabook","12.5","1920x1080","i7","8","256","1","Intel","Windows 10","1.36","1584.00"
"658","Asus","Gaming","17.3","1920x1080","i7","32","512","1","Nvidia","Windows 10","3.8","2799.00"
"659","Acer","Gaming","15.6","1920x1080","i5","8","1024","0","Nvidia","Linux","2.4","709.00"
"660","Dell","Ultrabook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.2","1449.90"
"661","MSI","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.2","1191.80"
"662","HP","Notebook","15.6","1366x768","i3","4","512","0","Intel","No OS","1.86","364.90"
"663","Toshiba","Notebook","15.6","1920x1080","i5","8","512","0","Intel","Windows 10","2.0","1064.00"
"664","Dell","Notebook","15.6","1920x1080","i7","8","256","1","AMD","Windows 10","2.2","919.00"
"665","Dell","Notebook","15.6","1920x1080","i7","16","256","1","AMD","Windows 10","2.2","1135.00"
"666","Lenovo","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","3.31","1196.00"
"667","Dell","Gaming","17.3","4k","i7","32","512","1","Nvidia","Windows 10","4.42","3147.37"
"668","Dell","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.56","1229.00"
"669","Lenovo","Notebook","15.6","1366x768","Celeron","4","512","0","Intel","Windows 10","2.2","419.00"
"670","Lenovo","Notebook","15.6","1920x1080","i5","4","512","0","Intel","Windows 10","2.2","535.00"
"671","HP","Notebook","15.6","1920x1080","i3","6","1024","0","AMD","Windows 10","2.04","539.00"
"672","MSI","Gaming","17.3","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.7","1486.77"
"673","Toshiba","Notebook","15.6","1366x768","i3","4","128","1","Intel","Windows 10","2.1","498.00"
"674","Dell","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Windows 10","2.06","955.00"
"675","HP","Notebook","15.6","1920x1080","i7","8","1024","0","AMD","Windows 10","2.1","745.00"
"676","Toshiba","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.0","1258.00"
"677","Acer","Notebook","15.6","1366x768","i3","4","128","1","Intel","Linux","2.1","412.00"
"678","Microsoft","Ultrabook","13.5","4k","i7","8","256","1","Intel","Windows 10","1,252","1867.85"
"679","Lenovo","Notebook","15.6","1920x1080","i5","8","128","1","AMD","Windows 10","1.90","817.95"
"680","Lenovo","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.3","1034.00"
"681","Lenovo","Notebook","15.6","1366x768","AMD","4","128","1","AMD","Windows 10","2.2","349.00"
"682","HP","2 in 1 Convertible","14","1920x1080","i3","4","128","1","Nvidia","Windows 10","1.63","699.00"
"683","MSI","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.4","1294.00"
"684","Asus","Ultrabook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.1","1135.00"
"685","HP","2 in 1 Convertible","11.6","1366x768","Celeron","8","64","1","Intel","Chrome OS","1.4","495.00"
"686","LG","Ultrabook","15.6","1920x1080","i7","8","512","1","Intel","Windows 10","1.09","2299.00"
"687","Acer","Gaming","15.6","1920x1080","i5","16","256","1","Nvidia","Windows 10","2.5","1299.00"
"688","MSI","Gaming","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.2","997.90"
"689","Asus","Notebook","15.6","1366x768","Celeron","4","128","1","Intel","Windows 10","1.86","419.00"
"690","Dell","Gaming","15.6","1920x1080","i5","16","128","1","Nvidia","Windows 10","3.21","2051.00"
"691","HP","Notebook","17.3","1920x1080","i3","4","256","1","AMD","Windows 10","2.5","699.00"
"692","Lenovo","2 in 1 Convertible","13.3","1920x1080","i7","8","512","1","Intel","Windows 10","1.19","1499.00"
"693","Dell","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","3.49","2813.75"
"694","HP","Notebook","15.6","1366x768","i5","4","512","0","AMD","Windows 10","1.86","612.61"
"695","Dell","Notebook","15.6","1366x768","i3","4","1024","0","AMD","Windows 10","2.2","545.67"
"696","HP","Notebook","17.3","1920x1080","AMD","6","2048","0","AMD","Windows 10","2.65","569.00"
"697","Lenovo","Notebook","15.6","1366x768","Celeron","4","512","0","Intel","Windows 10","2.1","318.00"
"698","Acer","Notebook","14","1366x768","Celeron","4","32","1","Intel","Chrome OS","1.45","375.00"
"699","Lenovo","Notebook","14","1920x1080","i5","4","256","1","Intel","Windows 10","1.7","699.00"
"700","HP","Workstation","17.3","1920x1080","i7","8","512","0","Nvidia","Windows 10","3.14","1907.99"
"701","Lenovo","2 in 1 Convertible","14","4k","i7","8","256","1","Intel","Windows 10","1.42","2590.00"
"702","Toshiba","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.5","973.00"
"703","Acer","Netbook","11.6","1366x768","Celeron","4","32","1","Intel","Windows 10","1.4","269.00"
"704","Lenovo","2 in 1 Convertible","14","1920x1080","i7","16","512","1","Intel","Windows 10","1.38","1749.00"
"705","Asus","2 in 1 Convertible","12.5","1920x1080","Core M","4","64","1","Intel","Chrome OS","1.2","669.00"
"706","Toshiba","Ultrabook","13.3","1920x1080","i7","16","512","1","Intel","Windows 10","1.36","1877.00"
"707","HP","Notebook","15.6","1920x1080","i7","4","512","0","AMD","Windows 10","2.1","689.00"
"708","Dell","Gaming","15.6","1920x1080","i5","8","1024","0","Nvidia","Windows 10","2.56","819.00"
"709","Lenovo","Notebook","15.6","1920x1080","AMD","4","256","1","AMD","Windows 10","2.2","399.00"
"710","Lenovo","Notebook","15.6","1366x768","AMD","8","1024","0","AMD","Windows 10","2.2","429.00"
"711","Lenovo","Notebook","15.6","1920x1080","i5","4","1024","0","Intel","Windows 10","2.1","621.45"
"712","Lenovo","Notebook","15.6","1366x768","i3","4","512","0","Intel","No OS","1.90","450.00"
"713","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.18","795.00"
"714","Acer","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.6","999.00"
"715","Lenovo","Workstation","15.6","1920x1080","i7","16","512","1","Nvidia","Windows 7","2.18","1855.00"
"716","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.8","1191.00"
"717","HP","Notebook","17.3","1920x1080","AMD","6","2048","0","AMD","Windows 10","2.71","655.01"
"718","Lenovo","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.5","1249.00"
"719","Dell","Notebook","14","1920x1080","i5","8","256","1","Nvidia","Linux","1.64","1089.00"
"720","Dell","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Linux","1.98","726.00"
"721","Asus","Notebook","14","1920x1080","Celeron","4","32","1","Intel","Windows 10","1.5","298.00"
"722","Dell","Notebook","15.6","1920x1080","i5","16","512","1","Intel","Windows 10","1.93","1426.66"
"723","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Nvidia","Windows 10","1.87","857.07"
"724","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","1.9","1179.00"
"725","Lenovo","Notebook","15.6","1366x768","AMD","4","512","0","AMD","Windows 10","2.19","298.00"
"727","HP","Notebook","17.3","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.63","1200.00"
"728","Lenovo","Ultrabook","14","4k","i7","8","512","1","Intel","Windows 10","1.17","1686.64"
"729","HP","2 in 1 Convertible","13.3","1366x768","i5","8","256","1","Intel","Windows 10","1.58","836.60"
"730","Lenovo","Ultrabook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.32","1499.00"
"731","Dell","Gaming","17.3","4k","i7","32","1024","1","Nvidia","Windows 10","4.36","3659.40"
"732","MSI","Gaming","17.3","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.7","1348.48"
"733","Lenovo","Notebook","15.6","1366x768","i5","4","1024","0","Intel","No OS","1.9","489.90"
"734","Dell","Notebook","15.6","1920x1080","i5","8","128","1","AMD","Windows 10","2.2","719.00"
"735","Dell","2 in 1 Convertible","13.3","1920x1080","i3","4","1024","0","Intel","Windows 10","1.71","649.00"
"736","Dell","Notebook","15.6","1366x768","i5","8","1024","0","AMD","Linux","2.32","589.52"
"737","HP","Notebook","15.6","1920x1080","AMD","4","1024","0","AMD","Windows 10","2.1","489.00"
"738","Acer","Gaming","17.3","1920x1080","i7","16","128","1","Nvidia","Windows 10","4.2","1935.00"
"739","Dell","Notebook","15.6","1366x768","i5","12","1024","0","Intel","Windows 10","2.25","649.00"
"740","HP","Notebook","15.6","1920x1080","AMD","6","128","1","AMD","Windows 10","2.1","650.00"
"741","Acer","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.4","559.00"
"742","Lenovo","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.44","960.00"
"743","Lenovo","Notebook","15.6","1920x1080","i7","4","1024","0","Intel","Windows 10","1.85","779.00"
"744","HP","Workstation","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.6","2419.00"
"745","Dell","2 in 1 Convertible","13.3","1920x1080","i5","8","1024","0","Intel","Windows 10","1.55","659.00"
"746","MSI","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","1.8","2094.48"
"747","Acer","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.4","410.80"
"748","Dell","Notebook","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.0","1207.00"
"749","Dell","Notebook","15.6","1366x768","i3","8","256","1","Intel","Windows 10","2","665.00"
"750","Toshiba","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.25","1535.00"
"751","Lenovo","2 in 1 Convertible","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.7","999.00"
"752","Lenovo","Workstation","15.6","4k","i7","16","1024","1","Nvidia","Windows 10","2.5","3299.00"
"753","Acer","Notebook","14","1366x768","Celeron","2","32","1","Intel","Chrome OS","1.68","330.00"
"754","Samsung","Ultrabook","13.3","1920x1080","i7","16","256","1","Intel","Windows 10","0.81","1649.00"
"755","HP","Notebook","15.6","1920x1080","i3","8","256","1","Intel","Windows 10","1.86","539.00"
"757","Dell","Notebook","14","1366x768","i5","8","256","1","Intel","Windows 10","1.6","1126.71"
"758","HP","Workstation","17.3","1920x1080","Xeon","16","256","1","Nvidia","Windows 7","3","4389.00"
"759","Lenovo","Netbook","11.6","1366x768","Celeron","4","128","1","Intel","Windows 10","1.4","475.00"
"760","HP","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","1.84","1900.00"
"761","Asus","Notebook","15.6","1366x768","i5","4","1024","0","Nvidia","No OS","2.45","579.00"
"762","Lenovo","Ultrabook","14","1920x1080","i5","4","64","1","Intel","Windows 10","1.7","1096.00"
"763","Asus","Notebook","15.6","1366x768","i7","4","256","1","Intel","Windows 10","2.37","849.90"
"764","Lenovo","2 in 1 Convertible","13.3","4k","i5","8","256","1","Intel","Windows 10","1.3","1199.00"
"765","HP","Notebook","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.2","1099.00"
"766","HP","Workstation","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 7","2.59","1561.00"
"767","Dell","Gaming","15.6","4k","i7","16","256","1","Nvidia","Windows 10","4.42","2868.99"
"768","Acer","Notebook","15.6","1366x768","i5","4","256","1","Intel","Windows 10","2.1","599.00"
"769","Lenovo","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.5","1048.00"
"770","Dell","Ultrabook","12.5","1920x1080","i7","16","256","1","Intel","Windows 10","1.18","1859.00"
"772","Asus","Ultrabook","13.3","4k","i5","8","256","1","Intel","Windows 10","1.2","1129.00"
"773","Dell","Notebook","13.3","1366x768","i3","4","512","0","Intel","Windows 10","1.65","849.00"
"774","Acer","Notebook","13.3","1366x768","i5","4","128","1","Intel","Windows 10","1.6","655.00"
"775","Asus","Notebook","17.3","1366x768","Quad Core","4","1024","0","Nvidia","Windows 10","2.8","470.34"
"776","Dell","Gaming","15.6","4k","i7","16","128","1","Nvidia","Windows 10","2.72","1099.00"
"777","Samsung","Ultrabook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.31","1599.00"
"778","Acer","Notebook","15.6","1366x768","Quad Core","4","1024","0","Intel","Linux","2.1","298.00"
"779","Dell","Notebook","15.6","1920x1080","i7","16","256","1","AMD","Windows 10","2.3","1181.27"
"780","Samsung","2 in 1 Convertible","15","1920x1080","i7","16","256","1","AMD","Windows 10","1.71","1799.00"
"781","Toshiba","Notebook","14","1366x768","i5","4","128","1","Intel","Windows 10","1.75","1020.00"
"782","Dell","Gaming","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.62","1099.00"
"783","HP","Ultrabook","12.5","1366x768","i5","4","256","1","Intel","Windows 10","1.26","1244.00"
"784","Asus","2 in 1 Convertible","15.6","1920x1080","i7","12","2048","0","Nvidia","Windows 10","2.3","839.00"
"785","Lenovo","Notebook","15.6","4k","i7","16","512","1","Nvidia","Windows 7","2.5","2370.00"
"786","Acer","Notebook","14","1920x1080","i3","4","128","1","Intel","Windows 10","1.8","636.00"
"787","Razer","Gaming","14","1920x1080","i7","16","512","1","Nvidia","Windows 10","1.95","2899.00"
"789","Dell","Gaming","17.3","1920x1080","i7","32","1024","1","Nvidia","Windows 10","4.42","3588.80"
"790","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","4.3","2350.00"
"791","Toshiba","Ultrabook","14","1920x1080","i7","16","512","1","Nvidia","Windows 10","1.47","1764.00"
"792","Lenovo","Notebook","15.6","1366x768","Celeron","8","1024","0","Intel","No OS","2.2","329.00"
"793","Lenovo","Ultrabook","14","1920x1080","i7","16","512","1","Intel","Windows 10","1.7","2299.00"
"794","MSI","Gaming","14","1920x1080","i7","16","256","1","Nvidia","Windows 10","1.6","1891.00"
"795","MSI","Gaming","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.2","1089.00"
"796","Lenovo","Gaming","15.6","1920x1080","i7","4","1024","0","Nvidia","Windows 10","2.4","999.00"
"797","Acer","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","4.2","2299.00"
"798","Dell","Gaming","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.62","985.00"
"799","Asus","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.24","1339.00"
"801","Lenovo","2 in 1 Convertible","13.3","1920x1080","i7","8","512","1","Intel","Windows 10","1.37","1970.00"
"802","Lenovo","2 in 1 Convertible","15.6","1920x1080","i5","8","256","1","AMD","Windows 10","2.08","959.00"
"803","Apple","Ultrabook","12","4k","Core M","8","512","1","Intel","Mac OS X","0.920","1165.00"
"804","Lenovo","2 in 1 Convertible","14","4k","i5","8","256","1","Intel","Windows 10","1.42","2330.00"
"805","Asus","Notebook","14","1366x768","Celeron","4","32","1","Intel","Windows 10","1.63","299.00"
"806","Dell","Notebook","15.6","1366x768","i5","8","128","1","Intel","Windows 10","1.95","810.00"
"807","Lenovo","2 in 1 Convertible","13.9","1920x1080","i7","8","256","1","Intel","Windows 10","1.38","1349.00"
"808","Dell","Notebook","15.6","1920x1080","i3","8","256","1","AMD","Windows 10","2","739.00"
"809","HP","Workstation","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","3.14","2064.90"
"810","Asus","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.37","1099.00"
"811","Dell","Ultrabook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.29","1499.00"
"812","Dell","Notebook","15.6","4k","i5","8","256","1","Nvidia","Windows 10","2.06","1749.00"
"813","Dell","Netbook","11.6","1366x768","Quad Core","4","128","1","Intel","Windows 10","1.63","744.00"
"814","HP","Netbook","12.5","1366x768","i5","8","256","1","Intel","Windows 10","1.26","1389.00"
"815","Toshiba","Notebook","15.6","1366x768","i5","4","512","0","Intel","Windows 10","2.1","780.00"
"816","HP","Notebook","15.6","1366x768","AMD","8","2048","0","AMD","Windows 10","2.04","629.00"
"817","Dell","Gaming","15.6","4k","i7","16","512","1","Nvidia","Windows 10","2.62","1679.00"
"818","Lenovo","Notebook","15.6","1920x1080","i5","4","1024","0","Nvidia","Windows 10","2.4","609.00"
"819","HP","Gaming","17.3","1920x1080","i7","12","1024","0","AMD","Windows 10","3.74","1749.00"
"820","MSI","Gaming","17.3","1920x1080","i7","16","512","1","Nvidia","Windows 10","2.9","2415.00"
"821","Samsung","Ultrabook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","0.81","1499.00"
"822","Dell","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","1.98","961.00"
"823","Dell","Notebook","15.6","1920x1080","i5","8","256","1","AMD","Windows 10","2.18","789.81"
"824","Lenovo","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.32","1859.00"
"825","Razer","Ultrabook","12.5","4k","i7","16","512","1","Intel","Windows 10","1.29","1799.00"
"826","HP","Netbook","11.6","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.23","385.00"
"827","Dell","Gaming","17.3","1920x1080","i7","16","128","1","Nvidia","Windows 10","4.36","2505.02"
"828","Dell","Notebook","14","1366x768","i5","4","512","0","Intel","Windows 10","1.76","755.00"
"829","Lenovo","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","2.1","489.90"
"830","Toshiba","Ultrabook","14","1366x768","i5","4","128","1","Intel","Windows 10","1.25","1090.00"
"831","Lenovo","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 10","1.13","2499.00"
"832","MSI","Gaming","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.4","1199.00"
"833","Lenovo","Ultrabook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.13","1875.00"
"835","Asus","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.1","1358.00"
"836","Dell","Notebook","14","1366x768","i3","4","512","0","Intel","Windows 10","1.76","585.00"
